9750.00, 10000.0
10000.0, 10000.0
10250.0, 10000.0
10500.0, 10000.0
10750.0, 10000.0
11000.0, 10000.0
11250.0, 10000.0
11500.0, 10000.0
11750.0, 10000.0
9750.00, 10250.0
10000.0, 10250.0
10250.0, 10250.0
10500.0, 10250.0
10750.0, 10250.0
11000.0, 10250.0
11250.0, 10250.0
11500.0, 10250.0
11750.0, 10250.0
9750.00, 10500.0
10000.0, 10500.0
10250.0, 10500.0
10500.0, 10500.0
10750.0, 10500.0
11000.0, 10500.0
11250.0, 10500.0
11500.0, 10500.0
11750.0, 10500.0
9750.00, 10750.0
10000.0, 10750.0
10250.0, 10750.0
10500.0, 10750.0
10750.0, 10750.0
11000.0, 10750.0
11250.0, 10750.0
11500.0, 10750.0
11750.0, 10750.0
9750.00, 11000.0
10000.0, 11000.0
10250.0, 11000.0
10500.0, 11000.0
10750.0, 11000.0
11000.0, 11000.0
11250.0, 11000.0
11500.0, 11000.0
11750.0, 11000.0
9750.00, 11250.0
10000.0, 11250.0
10250.0, 11250.0
10500.0, 11250.0
10750.0, 11250.0
11000.0, 11250.0
11250.0, 11250.0
11500.0, 11250.0
11750.0, 11250.0
9750.00, 11500.0
10000.0, 11500.0
10250.0, 11500.0
10500.0, 11500.0
10750.0, 11500.0
11000.0, 11500.0
11250.0, 11500.0
11500.0, 11500.0
11750.0, 11500.0
9750.00, 11750.0
10000.0, 11750.0
10250.0, 11750.0
10500.0, 11750.0
10750.0, 11750.0
11000.0, 11750.0
11250.0, 11750.0
11500.0, 11750.0
11750.0, 11750.0
9750.00, 12000.0
10000.0, 12000.0
10250.0, 12000.0
10500.0, 12000.0
10750.0, 12000.0
11000.0, 12000.0
11250.0, 12000.0
11500.0, 12000.0
11750.0, 12000.0
