12250.000, 12250.000
12250.000, 12375.000
12250.000, 12500.000
12250.000, 12625.000
12250.000, 12750.000
12375.000, 12250.000
12375.000, 12375.000
12375.000, 12500.000
12375.000, 12625.000
12375.000, 12750.000
12500.000, 12250.000
12500.000, 12375.000
12500.000, 12500.000
12500.000, 12625.000
12500.000, 12750.000
12625.000, 12250.000
12625.000, 12375.000
12625.000, 12500.000
12625.000, 12625.000
12625.000, 12750.000
12750.000, 12250.000
12750.000, 12375.000
12750.000, 12500.000
12750.000, 12625.000
12750.000, 12750.000
